label,text
0,Real is
0,I
0,gold
0,manager
0,no
0,Come here
0,motivation
0,bag
0,tunnel
0,laughed
0,manners
0,heavily
0,also
0,to me
0,nation
0,or
0,across the room
0,in charge
0,amount
0,medical treatment
0,welcome
0,I'm trying to say
0,suggestion
0,each other
0,prohibition
0,bar
0,in continuity
0,declaration
0,napa cabbage
0,mountain path
0,desolate crab
0,high school
0,write
0,tour bus
0,District office
0,clothes
0,at least
0,table
0,right
0,airfield
0,morality
0,set
0,period
0,claim
0,They don't look alike
0,diving
0,Finally a clean house
0,office
0,basket
0,never
0,count
0,critical
0,cute
0,iced coffee
0,Groo
0,this
0,black
0,summer solstice
0,middle
0,clap
0,When I'm busy
0,eating house
0,To my friends
0,company
0,transformation
0,someone else's
0,cigarette
0,school life
0,noodle
0,train
0,for the first time
0,one
0,beach
0,learning
0,virtually
0,young
0,filming
0,flesh
0,I'll do it
0,award
0,math
0,As expected from the trainer
0,Four times with my first love
0,I am
0,request
0,player
0,Sending it
0,private
0,line
0,first
0,Korean
0,You too
0,too
0,dad
0,sailor
0,spoon
0,you
0,I thought so
0,errands
0,for a moment
0,sexual
0,tourist attraction
0,Saturday
0,Not even one
0,that
0,Because it is
0,foreign country
0,past
0,moved
0,airplane
0,It was
0,third
0,so
0,a corner
0,pink
0,hundreds
0,part time job
0,tiger
0,This person
0,cancellation
0,sometimes
0,resources
0,Joo Jun-young
0,car window
0,junior
0,rich people
0,best
0,vice president
0,amount
0,fish
0,energy
0,diarrhea
0,So why so quickly
0,victim
0,self
0,organ
0,worm
0,supply
0,classroom
0,It's a sin
0,alternative
0,honor
0,Only movies
0,possession
0,candle
0,Shaba Shaba
0,date
0,apartment
0,toenail
0,the youngest
0,forehead
0,discrimination
0,Korean
0,human race
0,find
0,stomach
0,three
0,sleeve
0,If Go Eun-byeol is hungry
0,however
0,university
0,farming
0,very
0,writer
0,Preliminary tour of the exhibition room
0,center
0,Seo Young-eun
0,not
0,Inside the body
0,poisoning
0,interpretation
0,this guy
0,I
0,radio
0,doctor
0,older sister
0,train
0,parent's house
0,us
0,tide
0,historic site
0,ship
0,class monitor
0,The filming is
0,sunshine
0,precipitation
0,green
0,Every place is
0,I'm not going
0,new product
0,right
0,public phone
0,flour
0,coming and going
0,regular exercise and
0,nest
0,yes
0,okay
0,Rose of Sharon
0,sunshine
0,that
0,synthesis
0,jeans
0,errand
0,cartoonist
0,quite a few
0,not thinking about mom
0,What you need
0,half
0,school
0,yard
0,At 10
0,margin
0,That one
0,Responsible and
0,I want my wife
0,far
0,come and go
0,naturally
0,essential
0,fit
0,Japanese
0,training
0,cabbage
0,mirror
0,okay
0,course
0,present
0,station in life
0,talent
0,eighty
0,t-shirt
0,brand
0,nine
0,grandma
0,The house is noisy
0,pride
0,cause
0,risk
0,newspaper
0,difficult
0,single
0,Give it to me
0,dot
0,More of my playing
0,hotel
0,Leave it
0,Hahaha
0,face to face
0,personnel
0,lifetime
0,put
0,Teach when it works
0,Seo Young-eun
0,nine
0,for a moment
0,except
0,bookstore
0,big
0,sneakers
0,Deokhwa you
0,ship
0,definitely
0,It's a joke
0,downstairs
0,chin
0,Only then
0,commissioner
0,really
0,personal history
0,Enough to line up
0,to ancient times
0,moonshine
0,Even with friends
0,Joy and joy
0,day before yesterday
0,ask
0,approximately
0,tissue
0,pimento
0,repair
0,boundary
0,future
0,soy bean paste soup
0,men and women
0,stop
0,For no reason
0,river
0,meeting
0,I'll kill you
0,museum
0,debating society
0,in history
0,Undetermined coefficient
0,It's coming out
0,worth
0,In the past
0,import
0,mind
0,mom
0,seed
0,telerecording
0,height
0,limits
0,door leaf
0,mi
0,classic
0,together
0,I insist no
0,instructor
0,brother
0,Park Hyoeun too
0,that
0,To you
0,decade
0,to register
0,Banjodu
0,vegetable
0,me
0,many
0,reason
0,and
0,within
0,Seolleongtang
0,price
0,When I think about it
0,act
0,fate
0,together
0,machine
0,let me know
0,then
0,Victim consciousness
0,Even when it's scary
0,seat
0,000 group ads
0,medium
0,director
0,meeting
0,red pepper powder
0,adaptation
0,interview
0,as if
0,This and that
0,I feel uncomfortable
0,gonfalon
0,solution
0,Don't tell me
0,review
0,elevator
0,small scale
0,inscribed
0,pot
0,calculate
0,I give it to you
0,three
0,guesswork
0,Celsius
0,original dating
0,Blink
0,at that time
0,date
0,that
0,To my daughter
0,life
0,long term
0,dancing
0,It looks like it
0,distinctiveness
0,park
0,Literally
0,persimmon
0,sparrow
0,close
0,malevich
0,hotel
0,obviously
0,With dad first
0,head
0,my dark history
0,really
0,place
0,Domestic and international
0,April
0,teacher
0,concession
0,shocking
0,While practicing
0,wife
0,eight
0,recently
0,solve
0,In earnest
0,interference
0,study
0,thought
0,profit
0,drawer
0,degree
0,"No, like that"
0,line
0,Yesterday
0,Junyoung
0,less
0,uh
0,midnight
0,together
0,i bought
0,pass to mom
0,doubt
0,friendship
0,interior
0,Leave it there
0,uncle's sister
0,value
0,same
0,expectation
0,negative
0,noodle
0,by date
0,suddenly
0,backup
0,very
0,procedure
0,shade
0,back
0,korean
0,outside the window
0,cabbage kimchi
0,afternoon
0,that
0,store
0,worry
0,detective
0,Lucky luck
0,main gate
0,then
0,shout
0,both sides
0,reading
0,uh my book
0,understanding
0,setback
0,federation
0,industriously
0,dollar
0,genesis
0,almost
0,rice paddy
0,young people
0,garden
0,night sky
0,writing
0,the same time
0,schedule
0,best
0,nephew
0,full moon
0,modern
0,With Kang Jun-ki
0,This way
0,tourist
0,hearing
0,region
0,laboratory
0,mustard
0,category
0,two minutes
0,sigh
0,excuse me
0,lover
0,examination
0,I will do it
0,some
0,not
0,footprint
0,talk
0,side
0,Especially
0,peace
0,luck
0,right
0,teacher
0,middle school student
0,player
0,front
0,life
0,money
0,from the beginning
0,trial
0,I'll see
0,It's pretty
0,honey
0,hobby
0,considerably
0,distance
0,blood
0,possibility
0,return home
0,seafood
0,excuse
0,count
0,joined
0,side dish
0,trace
0,cheese
0,preface
0,fax
0,application
0,employment
0,passport
0,then
0,subjective
0,This is
0,Then with Yoonyoung
0,I'm not feeling well either.
0,rabbit
0,stock
0,starting point
0,Okay
0,wrong
0,harbor
0,entire
0,no
0,revenue
0,only
0,time
0,plan
0,drop
0,myself
0,teacher
0,In short
0,award
0,message
0,promotion
0,permission
0,Father
0,come foot
0,annual
0,grade
0,Save it
0,Carelessly
0,noise
0,The sky is nice too
0,purpose
0,attack
0,powder
0,reaction
0,Choi Soo-ah
0,brown
0,this time
0,fun
0,smell
0,back street
0,group
0,very
0,high speed
0,tongue
0,this summer
0,do
0,mystery
0,punishment
0,window
0,crash
0,entire
0,controversy
0,Zurich
0,Red bean porridge in return
0,In the first place
0,remember
0,world
0,graduate
0,are you okay
0,consciousness
0,at first
0,other
0,that
0,friday
0,ski resort
0,fatigue
0,hopefully
0,time
0,Yeongnam
0,cloth
0,at that time
0,evidence
0,skirt
0,handled
0,automobile
0,case
0,Separately
0,examine
0,disposable products
0,first
0,suburbs
0,"No, that kind of guy"
0,weakness
0,medicine
0,hero
0,relative
0,child
0,soon
0,rumor
0,oil
0,Inje
0,To Professor Kang
0,command
0,commonness
0,counsel
0,robot
0,drinkables
0,ski
0,cadre
0,At best
0,traditional culture
0,this
0,stem
0,line of vision
0,confirming
0,comfort
0,roster
0,alcohol
0,take it
0,soybean paste
0,future
0,So I
0,telling
0,same
0,Officetel
0,With the key
0,This too
0,Secretly
0,violin
0,badge of rank
0,Vibrate
0,like that
0,sweet potato
0,next to
0,CF
0,twenties
0,golf course
0,that
0,really
0,degree
0,Usually
0,Casting
0,planning
0,alone
0,cash
0,always
0,rice cooker
0,essay
0,Circumstances
0,"Emiya Hyoeun, that’s it."
0,beeline
0,large scale
0,same
0,pair
0,In this world
0,zoo
0,artistic
0,panties
0,soldier
0,high school student
0,spot
0,digestion
0,It's help
0,complex
0,mother-in-law
0,midnight
0,joy
0,shift
0,a lifetime
0,okay
0,exchange
0,call
0,But what the kids said
0,horror
0,cement
0,Seo Youngwoo Nigga
0,last time
0,regular
0,walking
0,part time job
0,mostly
0,wait for a sec
0,wheel
0,member of parliament
0,tired
0,objective
0,nose
0,Say hello to me
0,teeth
0,The sword
0,I want to do it
0,this
0,star
0,punishment
0,equally
0,work
0,enterprise
0,student
0,therefore
0,period
0,imagination
0,I will miss you
0,this
0,foreign language
0,bell
0,quantity
0,road name
0,female
0,progress
0,broom
0,To me
0,we
0,rhythm
0,first snow
0,deposit
0,what
0,That's it
0,Hado
0,yawn
0,cigarette
0,form
0,In my earnest heart
0,okay
0,electricity
0,At this point
0,laser
0,keen
0,drink
0,cheek
0,I don't know that
0,abolition
0,hour
0,nerves
0,entire
0,Go away
0,all day long
0,younger daughter
0,As if
0,police officer
0,rule
0,who
0,first
0,With this guy
0,how much
0,jazz
0,mao zedong
0,soil
0,still
0,After becoming pretty
0,Long time no see
0,celebrity
0,Seo Young-eun
0,check
0,though
0,fist
0,CSAT too
0,case
0,intention
0,perhaps
0,faucet
0,regardless
0,final
0,page
0,as you please
0,king
0,document
0,and
0,food
0,money
0,milk
0,cartoon
0,final
0,elementary school
0,th
0,inspection
0,dare
0,front door
0,pregnant woman
0,round
0,Boy
0,change
0,rib
0,cut
0,psychiatry
0,younger son
0,untiringly
0,school
0,Needle
0,Don't say anything
0,to
0,This is it
0,waiting room
0,no one knows
0,convenience store
0,pond
0,animal
0,one night
0,Oh hey
0,we
0,Talented in various ways
0,seoul
0,I told you
0,many
0,test
0,gift
0,etc.
0,purely
0,Candidate there too
0,months
0,In the meantime
0,pleasure
0,management
0,take it
0,In the meantime
0,curly
0,mom
0,aerial
0,fashion
0,door
0,bag
0,upside down
0,There
0,graphics
0,continue
0,machinery and tools
0,As you wish
0,western
0,sign
0,analysis
0,kid
0,disk
0,Throughout
0,second half of the year
0,every time
0,It’s a luxury product
0,Damn it
0,to me
0,submarine
0,store
0,bathroom
0,performance
0,little
0,interpreting
0,wages
0,play
0,black
0,round
0,so organization
0,doing
0,of life
0,youth
0,noise
0,get married
0,married couple
0,snake
0,center
0,n
0,downtown
0,site
0,female
0,the extreme value
0,On this day
0,down
0,cost of living
0,property
0,In the past
0,common ground
0,each country
0,The people
0,opening
0,blouse
0,lettuce
0,school gate
0,condition
0,It's a choice
0,So much
0,maternal grandmother
0,really
0,birthday
0,tuition fee
0,company
0,more
0,tennis
0,outdoor
0,Reply
0,that is
0,I'm sleeping for no reason
0,day after tomorrow
0,form
0,too comfortable
0,surprisingly
0,It was good
0,It's hard to get caught
0,birthday
0,dimension
0,more harshly
0,Youngwoo
0,well
0,azalea
0,word
0,Questions
0,twinkle
0,Lesson only
0,Oh and
0,It's different
0,people
0,One word
0,girl
0,hate
0,stripe
0,pop song
0,excursion
0,point of view
0,in the end
0,I
0,portion
0,indirect
0,stop
0,Galbitang
0,visit
0,we
0,Greetings too
0,Let's do it
0,Doing it
0,for a moment
0,oh
0,game
0,Bangeuru
0,handbag
0,twenty
0,washing machine
0,Then open
0,professor
0,recruitment
0,new sentence
0,at the editing point
0,envelope
0,speech
0,judgment
0,You crazy bitch
0,sand
0,midday
0,I
0,shopping
0,sports
0,wine
0,stimulation
0,honor
0,development
0,living environment
0,Now it's real friendship
0,TV
0,most
0,headache
0,boxing
0,thirty
0,immediately
0,what
0,stability
0,dream
0,only
0,life
0,stick
0,background
0,I sent a text message
0,air
0,life
0,Instructor list
0,I
0,father
0,I'm young too
0,I heard Kevin came
0,tendency
0,Deokhwa-gun
0,metropolitan area
0,international
0,you
0,word
0,sunday
0,drink
0,article
0,victory
0,quietly
0,wash your face
0,professional
0,Such flexibility
0,No bread
0,Ah hot hot
0,Uncle's will
0,who
0,from time to time
0,finances
0,anatomy
0,back
0,Samgyetang
0,creature
0,cold
0,meeting
0,baby
0,as much as possible
0,Because everything is perfect
0,how much
0,Life record
0,made
0,cumbersomely
0,domestically produced
0,scene
0,shortage
0,group
0,ear
0,So I do more
0,the first
0,playwright
0,lane
0,advanced
0,measure
0,waste basket
0,very
0,dying
0,christmas
0,The school violence committee
0,except
0,Not the lady
0,no won
0,ball
0,toilet paper
0,call him
0,summer
0,touching
0,soccer ball
0,socks
0,pupil
0,Treated it like this
0,reduction
0,gold
0,At this time
0,afternoon
0,sleep
0,This guy
0,sea ​​water
0,The story
0,continuous
0,Mom remains the same
0,of course
0,here and there
0,insurance
0,throes
0,island
0,bar
0,range
0,If you turn it
0,spot
0,movement
0,connexion
0,scared
0,greetings
0,thanks
0,star
0,mark
0,It gets better quickly
0,Let's get started
0,this
0,situation
0,long sound
0,inner thoughts
0,expression
0,then
0,Always global
0,wen
0,but
0,diathesis
0,large company
0,inspection
0,airport bus
0,My boyfriend is
0,helplessly
0,public official
0,Oh my goodness
0,expression
0,technology
0,Cheer up
0,To your heart's content
0,husband
0,so
0,even more
0,daily life
0,outfit
0,recording
0,It wasn't a road
0,no way
0,The locker is
0,that
0,video
0,evidence
0,really
0,imported goods
0,talk
0,petroleum
0,private
0,Ah haha
0,active
0,presentiment
0,hiking trail
0,Not even one
0,necessary
0,And then again
0,party
0,fly
0,May
0,full
0,That one
0,boulevard
0,sleep
0,It's impossible
0,juice
0,words
0,ship
0,It's ambiguous
0,furniture
0,passive
0,moon
0,too
0,purpose
0,Kkook
0,egg
0,will
0,dormitory
0,give
0,in friendship
0,because
0,compliment
0,actual
0,I'll go
0,go
0,Relationships are
0,money
0,black
0,I love you
0,miss
0,method
0,somehow
0,female
0,physical
0,change
0,informal language
0,college entrance
0,genius
0,underwear
0,rival
0,Gangnam
0,promotion
0,directly
0,number
0,deeply
0,everywhere
0,activity
0,get it back
0,broadcasting company
0,We'll meet
0,safety
0,stress
0,speaking
0,pillar
0,safety
0,basic
0,keep going
0,survey
0,relay broadcast
0,cold
0,minute
0,cluster
0,best friend
0,suddenly
0,old palace
0,colonnade
0,art
0,tofu
0,grim reaper
0,television
0,school bag
0,ideal
0,the day
0,wire
0,pond
0,yes
0,wednesday
0,pillow
0,live hard
0,make less come
0,brother and sister
0,okay
0,you guys
0,This is
0,As much as you
0,right away
0,test
0,love
0,You too
0,past
0,fine hair
0,forgot
0,independence
0,shell
0,one
0,contribution
0,mask
0,words
0,I want to smoke
0,That's right
0,by
0,introduction route
0,buddha
0,sometimes
0,Oh hey
0,uncle
0,pizza
0,loudly
0,myth
0,eyebrow
0,Best regards
0,increasingly
0,Since when
0,appreciation
0,dozens
0,White
0,public transportation
0,eldest daughter
0,entrance into school
0,order
0,people
0,test
0,intensive
0,practical skills
0,hotel
0,illustration
0,soup
0,uncle
0,jeon
0,body
0,crime
0,of course
0,practice room
0,seven
0,In the meantime
0,In my heart
0,veranda
0,soccer
0,fishhook
0,I can't
0,ash bn
0,measures
0,lunch box for two
0,sable
0,on the sly
0,sing
0,Anyway
0,october
0,nationwide
0,That's it
0,that
0,consumer
0,medicine
0,story
0,specific gravity
0,at las
0,I
0,louder
0,So that's it
0,vulgar
0,special day
0,lake
0,You have to live hard
0,mental attitude
0,new year
0,okay
0,command
0,violation
0,packaging
0,back view
0,son
0,copy
0,chinese
0,Korea too
0,profusely
0,To say
0,fog
0,I
0,count
0,therefore
0,truth
0,wealth
0,After a long time
0,on the way
0,long time
0,wind
0,safe
0,now you
0,childbirth
0,textbook
0,lose
0,head
0,early
0,It's broken or
0,directly
0,It's ordinary
0,some rain
0,average
0,and
0,product
0,user
0,toy
0,eat
0,I informed you
0,four
0,brother
0,stadium
0,rich family
0,fruit
0,system
0,north and south
0,sense
0,program
0,Just a drink
0,experience
0,oxygen
0,three and a half
0,kiss
0,you
0,street lamp
0,affair
0,however
0,dead
0,bag
0,native
0,tie
0,passenger
0,under
0,rotation
0,model
0,riverside
0,here
0,rudiments
0,reason
0,once upon a time
0,widely
0,then
0,impressive
0,general public
0,substance
0,prejudice
0,middle
0,library
0,lifetime
0,university
0,suit
0,depth
0,brains
0,rapidly
0,economic power
0,efficient
0,sofa
0,study abroad
0,for the sake of
0,room
0,free
0,wealth
0,suggestion
0,symbolic
0,A little bit
0,He's a big person
0,public opinion
0,Then you
0,suburb
0,There's nothing like that
0,disappointment
0,negative
0,method
0,Opposite
0,I owe you
0,memory
0,Honam
0,th
0,"I may have tried it, but I"
0,Viva
0,It's too much
0,There is no
0,video
0,detail
0,depending on
0,barbershop
0,animated film
0,simple
0,status
0,parallelism
0,normal
0,people
0,realization
0,intersection
0,universal
0,exchange rate
0,cd rom
0,knee
0,There is no
0,position
0,flu
0,contrast
0,not
0,calf
0,work in hand
0,adjustment
0,now
0,of love that lived
0,The name is
0,greenness
0,Because it comes with it
0,etc.
0,earth
0,taekwondo
0,To Hakju
0,If you know
0,cold noodles
0,time
0,eve
0,homeroom teacher
0,responsible person
0,accession
0,depart
0,swimming pool
0,years
0,others
0,merit
0,your house
0,It was loaded
0,opinion
0,dollar
0,divan
0,extensively
0,adaptable
0,what
0,main
0,saving
0,elephant
0,show
0,stairs
0,Youngwoo
0,liter
0,fire
0,schedule
0,Money too
0,truly
0,academy
0,stress
0,It was difficult
0,pattern
0,Noona again
0,face is white
0,castle
0,province
0,If you are older
0,for a long time
0,It's okay
0,I don't know that
0,temporary
0,touching
0,judge
0,stock
0,You wear that dress
0,writing
0,dissatisfaction
0,day
0,soon to be married
0,emergency
0,signboard
0,discussion
0,foundation
0,storage
0,balance
0,by far
0,burden
0,hair
0,remain
0,back door
0,Preparing to move
0,magpie
0,number
0,rather
0,change it
0,ten minutes
0,memo
0,felled
0,dot
0,nationality
0,warlord
0,diagnosis
0,word
0,annually
0,aviation
0,radish
0,rice cooker
0,"Ah, testimony"
0,Now
0,question
0,skill
0,greed
0,tradition
0,meeting
0,birth
0,hands and feet
0,reproduction
0,morning
0,Well
0,objects
0,Yangju
0,duty
0,volleyball
0,heating
0,year end
0,space
0,name
0,provision
0,reason
0,machine
0,back
0,sun
0,condiment
0,Behind the truck
0,each week
0,shadow
0,six
0,Janghang-dong
0,overseas
0,that
0,failure
0,children
0,000 million
0,interval
0,night
0,user
0,prison
0,I
0,width
0,bird
0,university professor
0,knight's daughter
0,attack
0,If it's sticky
0,lover
0,treatment
0,times
0,to find
0,interest
0,start
0,psychological
0,sister
0,like this
0,reality
0,like that
0,at school
0,memory
0,talent
0,draw
0,grass
0,then
0,stamp
0,weekend
0,I'll give it to you when I meet you
0,every corner
0,funeral service
0,running
0,Day
0,A beer in Sydney
0,anniversary
0,satellite
0,brother-in-law
0,He's my child
0,chinese character
0,normal
0,wedding hall
0,volume
0,depiction
0,remember
0,What socks
0,severe
0,nation
0,woman's
0,ground work
0,masses
0,brown seaweed
0,characteristic
0,Lu Xun
0,You have a lot
0,consolation
0,stop
0,Take it with you and go
0,chuck
0,official
0,After eating well
0,used
0,earthquake
0,daughter
0,raindrop
0,line
0,just a little
0,Mr. Kim
0,window
0,study
0,live broadcast
0,Seems like
0,Because you are kind
0,loss
0,I went
0,if
0,ideology
0,then
0,rain
0,secure
0,poet
0,Talk to me
0,raunchy
0,two
0,marriage
0,side
0,a week
0,use
0,fine
0,environment
0,Staff
0,want to
0,a little
0,mood
0,aircraft
0,words
0,Yonsei
0,object
0,rubber shoes
0,frame
0,A person without complaints
0,ma'am
0,what
0,goods
0,Because it's perfect
0,That's Hyoeun's mom
0,before flight
0,teacher
0,sound of laughter
0,at last
0,contact
0,province
0,liaison
0,karaoke
0,prevention
0,eye disease
0,advice
0,debt
0,you
0,decrease
0,food stall
0,As long as you tell the truth
0,what to say
0,warm spring day
0,cereals
0,light
0,white
0,first
0,formula
0,that is
0,deliciously
0,who raised it
0,red
0,chock
0,Open the door and come out
0,style
0,temperature
0,talent
0,bride
0,really
0,A couple's fight
0,housewife
0,oven
0,dust
0,talent
0,tutor
0,scenario
0,stage
0,Hardly
0,Jook
0,fundamental
0,damage
0,performance
0,big
0,universe
0,laugh
0,subordinate
0,doing
0,rest
0,cigarette
0,time
0,all along
0,I guess that’s right
0,alcohol
0,weekdays
0,viewing
0,legacy
0,german bread
0,head office
0,Makgeolli
0,on purpose
0,To the company
0,support
0,surely
0,application form
0,ruin it
0,raindrops
0,Dawn of the Han River
0,cowardice
0,contrary
0,novel
0,It's crowded
0,duty
0,forty
0,waste
0,"Oh, that"
0,where
0,weather
0,Well
0,crossroads
0,But an eye for an eye
0,nature
0,navy
0,Hiding
0,challenge
0,menopause
0,early evening
0,approximately
0,ginseng
0,If you get rid of it
0,Even the bathroom
0,of course
0,mankind
0,notebook
0,cohort
0,Tease
0,especially
0,I see it
0,comfortably
0,if
0,fourth
0,where
0,You will be there
0,informatization
0,key
0,shop assistant
0,dog and guitar
0,yellow
0,To do something stupid
0,really
0,"To Do-woo, I"
0,railway
0,underground
0,did it
0,old man
0,north
0,color
0,beginner
0,alternative
0,early
0,music head
0,anyway
0,food
0,no one
0,clearly
0,car
0,dancer
0,angry
0,engine
0,princess
0,Jajangmyeon
0,I remember walking
0,with short
0,maternal uncle
0,assistance
0,lang syne
0,that
0,viewers
0,last
0,next year
0,captain
0,Especially good luck and bad luck
0,misfortune
0,incense
0,main
0,deceit
0,north south east west
0,shape
0,sad love
0,soon
0,budget
0,Quality of Deokhwa-gun
0,yes
0,six
0,fundraising
0,barley
0,bud
0,savings
0,Senior news
0,eating
0,next door
0,grass
0,seventy
0,newlyweds
0,wrong
0,question
0,jogging
0,channel
0,completely
0,pair
0,business trip
0,glass
0,father
0,Let's find out
0,repeatedly
0,publishing
0,tail
0,summer season
0,example
0,Stuck
0,season
0,roundabout
0,button
0,on feet
0,politics
0,harmful
0,news
0,no
0,naughty
0,person
0,Pokkok
0,tap water
0,want to
0,delivery
0,line
0,interview
0,avoid
0,Yeonjudu
0,meal
0,company
0,meat
0,Like that
0,piece
0,do this
0,couldn't
0,scholarship
0,payment
0,movie
0,anyway
0,I'm losing strength
0,Not that day
0,example
0,sound
0,substance
0,ledger
0,alternative
0,performance hall
0,Eunbi in Tongyeong
0,people
0,what to say
0,press
0,Not even for a second
0,air force
0,It's going to hurt
0,then
0,parents
0,really
0,nothing
0,auditorium
0,drink
0,instructor head
0,seaweed
0,gave up
0,mostly
0,champion
0,baseball
0,award
0,for three seconds
0,river water
0,so that
0,Hehehe
0,harness
0,won't
0,personal
0,And then again
0,Director
0,pediatrics
0,This is
0,article
0,specialty store
0,white bread
0,yesterday
0,hour
0,address
0,Even if it's like this
0,event
0,spouse
0,swimming
0,agricultural products
0,I broke it
0,what
0,machine
0,fan
0,couldn't
0,do
0,Pan
0,intelligence
0,Korea
0,album
0,at that time
0,goblin
0,master
0,call me
0,class
0,wine
0,ever so
0,Even the number
0,grocery store
0,that
0,Don't say anything
0,Hyewon
0,month
0,daughter
0,no
0,criminal
0,entire
0,since
0,Oh Young-in
0,faith
0,step
0,container
0,other
0,left
0,Somehow
0,haha
0,Almighty
0,goals and
0,Dak
0,schedule
0,Closely
0,heat
0,Lesson
0,erection
0,pretty girl
0,work
0,then
0,you
0,group
0,then
0,quitting part-time job
0,corridor
0,no way
0,this
0,across
0,repeatedly
0,that
0,of love
0,doll
0,generally
0,you also
0,experiment
0,perfume
0,piano
0,It's amazing
0,unification
0,top
0,This is why
0,government
0,cavity
0,word
0,sad love
0,Buy it
0,researcher
0,work
0,concern
0,That song
0,number
0,stomach
0,theater
0,"Yes, there, there, before"
0,FALSE
0,instep of a foot
0,consciousness
0,athletics
0,prevention
0,then
0,virgin
0,original
0,school trip
0,Tongyeong
0,hawk
0,historian
0,suddenly
0,The student
0,Before your eyes
0,At this point
0,Soo-kyung Yang
0,a cup of coffee
0,one act
0,I'm shaking
0,caution
0,cough
0,So have a daytime drink
0,virus
0,form
0,Sneakers too
0,regret
0,printer
0,first
0,How can we get together
0,The cat is
0,croaker
0,shortage
0,information
0,clock
0,It's cold too
0,usual times
0,charter
0,old days
0,each other
0,load
0,About six years old
0,neighborhood
0,I don't have sneakers
0,The charge is
0,i play baseball
0,The face is
0,But how
0,sell
0,select
0,in front
0,the other side
0,cleaning
0,Wow
0,apologize
