6,Would you like some more tea?
6,Where do you want to go?
6,Do you have anything to receive?
6,When have you ever done this?
6,Would you like to reserve a flight?
6,Who saw it?
6,Who wants to see me?
6,It's sale time at the department store. Should I go take a look?
6,Who is helping?
6,Who is coming to see me?
6,What do you want to give me?
6,Shall we go to the game room?
6,Where are you going to go?
6,What should I do next week?
6,What are you eating?
6,Where are you taking me?
6,Who wants to bring it?
6,How many letters are in my inbox?
6,Who did you call?
6,It’s a sunny day. Should I go see the flowers?
6,How many times has that bastard been here?
6,Has anyone signed up?
6,What is it related to?
6,Who eats it?
6,Who eats it?
6,Who wants to throw it away?
6,Has anyone signed up?
6,What happened?
6,What are you trying to do?
6,What did you hear?
6,Who did you come to see?
6,Who woke up?
6,Who said he was drunk?
6,Who took you this long?
6,When have you seen it before?
6,Should I go for a bike ride in Yeouido?
6,How did you solve it?
6,When have you been there?
6,Who reported it?
6,What do you want to see?
6,Who's changing clothes?
6,Who is looking for whom?
6,Who blew it?
6,Where should I go?
6,How many did you eat?
6,Who was caught?
6,Who is coming?
6,Who ate it?
6,Who goes there?
6,How did you meet?
6,Who wants you to come out?
6,Who did you send it to?
6,Where are you going?
6,Is there someone screaming?
6,Is there something to teach you?
6,What did you borrow?
6,Who wants to meet you?
6,Who wants to take it?
6,Who wants to go and get it?
6,Who did you send it to?
6,Where did you take me?
6,Where were you planning to go?
6,How much is the fine for violating a red light?
6,Who got caught?
6,Who is following me?
6,Who wants to see you?
6,When have I seen you before?
6,Who said they quit?
6,Who will I give it to?
6,How many people are coming?
6,How many times have you met?
6,How did you come to find me?
6,Do you want to eat something?
6,"It's raining, so should I just laze around at home and watch a video?"
6,Who ordered it?
6,What's flying around?
6,What is coming?
6,Who wants to throw it away?
6,What are you doing?
6,Do you want to eat something?
6,What's flying around?
6,Are you okay?
6,When have you seen me before?
6,When will we meet?
6,How many died?
6,Whose legs do you see?
6,Who is going to see it?
6,Who reported you?
6,Would you like to take some?
6,What are you making?
6,How did you graduate well?
6,Who is getting married?
6,Do you have anything to receive?
6,What do you want to eat?
6,What are you going to watch?
6,Do you want to eat something?
6,How did it work out?
6,Is there someone screaming?
6,Did your parents have a good trip?
6,Who said they went there?
6,When did you go there?
6,Who wants to take it?
6,How did it end?
6,What can I give you?
6,What did you get?
6,Who gets it?
6,What did you buy?
6,How did you solve it?
6,Whose head do you see?
6,Will massage be effective?
6,Who will help you?
6,Should I go to a restaurant with a nice atmosphere for the first time in a while?
6,How many times did you do it?
6,Who will guide you?
6,Should I go on a trip abroad with my travel savings?
6,Who told you to go?
6,What are you making?
6,What's so sad?
6,Who wants to see you?
6,Who cares?
6,Who told you to cancel?
6,"Then, would you like to retake the popular art class together?"
6,What should I eat?
6,Who are you dating?
6,Where do you want to go?
6,Who is coming?
6,Who wants to go like that?
6,Did you have a good holiday?
6,Where are you going?
6,When did you meet?
6,Shall we go play golf?
6,Has someone called?
6,Where did you take me?
6,Who says you can't do it?
6,Who wants to come out?
6,How many should I buy?
6,What did you hear?
6,Where are you taking me?
6,How many would you like?
6,Where did you stop by?
6,When did you try it?
6,Is there something you want to see?
6,How did it work out?
6,Who wants to get married?
6,Whose face do you see?
6,Who wants to come out?
6,Does anyone know?
6,Are you ignoring me?
6,Who are you going to give it to?
6,Did you spill something?
6,Is there someone I can meet?
6,Are you dating someone?
6,The cherry blossoms are in full bloom these days. Should I go to Yeouido?
6,Who is ignoring me?
6,Who ate it?
6,"When it gets a little cooler, shall we go somewhere outside to have fun?"
6,How many days will you stay?
6,Has someone jumped in?
6,What are you eating?
6,Who are you dating?
6,Who graduated?
6,How much is the after-hours trading fee?
6,Who wants to take it?
6,Would you like to eat something?
6,What did I get?
6,What are you drinking?
6,Who gets it?
6,When did you see it?
6,Do you have something to say?
6,Where are you going?
6,Who wants to come back?
6,Would you like to bring something?
6,Has anyone quit?
6,How many people showed up?
6,When did you see it?
6,Who wants to cancel?
6,How many are left?
6,Who applied?
6,Would you like to say hello?
6,How many days are left until final exams?
6,Where are you?
6,How many times did you do it?
6,Who did you meet?
6,Who did you send it to?
6,Who wants to do it?
6,How did you solve it?
6,How many died?
6,Did you go to the swimming pool this morning too?
6,What's the problem?
6,How many times have you seen it?
6,What will I make?
6,Who signed up?
6,Who was arrested?
6,What are you giving me?
6,What did they teach?
6,Do you want to eat something?
6,How many times did it rain this week?
6,What's involved?
6,How many people are there? Let’s go to the meat buffet.
6,Who said you were here?
6,Who threw it away?
6,Who signed up?
6,Does anyone know?
6,So when did you do it?
6,When did you say that?
6,How are you meeting each other well?
6,Is something coming?
6,Who graduated?
6,Where are you going?
6,Who wants to see you?
6,What are you going to make?
6,How many are left?
6,What will I make?
6,Who was arrested?
6,Where are you stopping by?
6,Who is here?
6,Have you been somewhere?
6,Where did you stop by?
6,Who signed up?
6,Should I go boarding?
6,When did you see it?
6,Is there somewhere I can stop by?
6,Where were you going?
6,Is there something to do?
6,Where are you going?
6,When did you meet?
6,What are you giving me?
6,What are you eating?
6,Who did you meet?
6,Who saw your face?
6,Who did you send it to?
6,Who are you meeting?
6,How did you find it?
6,What do you want to drink?
6,Has anyone quit?
6,What are you teaching?
6,Who wants to cancel?
6,Has anyone found it?
6,Who reported you?
6,When have you seen it before?
6,Who ate it?
6,Who said it stopped?
6,What are you eating?
6,Who woke up?
6,What did you borrow?
6,Would you like to bring something?
6,Who is getting married?
6,Would you like to eat something?
6,Who said you couldn't do it?
6,Who likes it?
6,Who wants to meet me?
6,Would you like to reserve a hotel near the golf course?
6,Who wants to go there?
6,How did it end well?
6,Who reported it?
6,Where were you trying to go?
6,Is there someone I can meet?
6,Who did you meet?
6,Who wants to meet me?
6,What are you going to give me?
6,Shall we go to the game room?
6,Who is presenting?
6,Who's getting married?
6,Is there something to teach you?
6,What do you want to make?
6,What's so funny?
6,What are you appreciating?
0,Do you want to get it too?
0,Did you eat?
0,Did you do that?
1,How about this veranda when you get stuck in conversation?
1,What name is it saved on my phone?
1,Why are you looking at that ugly person like that without even sitting down?
1,So what are you going to say?
1,"At that time, someone asked, passing by the azaleas, “Where are the azaleas?”"
1,We came down to see the room. Were we lucky?
1,Should I keep lying or stop?
1,Why is he playing with teacher Go Eun-hee’s work?
1,What kind of mother did it say?
1,"The influence of the U.S. stock market is significant in the era of globalization, so what can we do?"
1,"I don't have as much brains as you, so would you have told me to just take a rough full shot of my work, you idiot?"
1,"Normally it's not that big of a deal, but how does the tension flow so tightly on screen?"
1,Why am I angry because I can’t meet this or that guy like you?
1,"I often get asked, “Are there many cases of improvement?”"
1,"Still, don’t they teach the basic concept of cherishing the patient’s life?"
1,What are these people saying that the return deadline has passed?
1,Can't you give up anything for me?
1,"It's annoying, you're the writer, you're the director, where are you making a fuss about casting?"
6,Who cares about him?
6,What did you say?
6,Who said you were coming?
6,How did I pass?
6,What were you trying to eat?
6,Do you have anything else on your schedule other than the meeting tomorrow?
6,Where do you want to go?
6,I suffered aftereffects from a car accident. Will they compensate me?
6,Who caught it?
6,What are you drinking?
6,How many people came?
6,How did you graduate?
6,Have you been somewhere?
6,Who says I'm not that good?
6,Is there anyone to see?
6,Who said it hurts?
6,What do you want to drink?
6,How many are left?
6,How many lived?
6,What are you watching?
6,Who are you going to give it to?
6,Who says you can’t do it?
6,What are you going to put on?
6,Who is going?
6,Who ordered it?
6,Who wants to meet you?
6,What are you teaching?
6,Who got caught?
6,Who comes and eats?
6,Who said you were here?
6,What should I apply?
6,What should I eat?
6,Who did it for you?
6,Who told you to go?
6,Who goes and gets it?
6,Who installed it?
6,Who is presenting?
6,Who lasts this long?
6,How did it end well?
6,How did you finish it well?
6,Who said he was there?
6,What do you see?
6,Did you eat?
6,Who ate it?
6,Who signed up?
6,When did we talk about it?
6,How many do you want to eat?
